,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
2110,E. Paredes,36,Chile,76,76,,ST,73.0,47.0,53.0,74.0,68.0,73.0,51.0,47.0,68.0,53.0,74.0,72.0,75.0,72.0,54.0,73.0,51.0,47.0,68.0,53.0,74.0,72.0,75.0,72.0,54.0,75.0
2111,Daniel Podence,21,Portugal,76,84,Sporting CP,ST,76.0,41.0,51.0,76.0,67.0,76.0,53.0,41.0,67.0,51.0,76.0,76.0,69.0,77.0,57.0,76.0,53.0,41.0,67.0,51.0,76.0,76.0,69.0,77.0,57.0,69.0
2112,Mariano,23,Dominican Republic,76,82,Olympique Lyonnais,ST,69.0,48.0,49.0,73.0,60.0,69.0,49.0,48.0,60.0,49.0,73.0,67.0,75.0,70.0,51.0,69.0,49.0,48.0,60.0,49.0,73.0,67.0,75.0,70.0,51.0,75.0
2113,G. Lapadula,27,Italy,76,77,Genoa,ST,71.0,43.0,46.0,74.0,61.0,71.0,47.0,43.0,61.0,46.0,74.0,70.0,75.0,73.0,50.0,71.0,47.0,43.0,61.0,46.0,74.0,70.0,75.0,73.0,50.0,75.0
2114,A. Delort,25,France,76,79,Toulouse FC,ST,72.0,46.0,50.0,74.0,65.0,72.0,50.0,46.0,65.0,50.0,74.0,72.0,75.0,73.0,53.0,72.0,50.0,46.0,65.0,50.0,74.0,72.0,75.0,73.0,53.0,75.0
2115,F. Niederlechner,26,Germany,76,77,SC Freiburg,ST,70.0,51.0,54.0,72.0,64.0,70.0,53.0,51.0,64.0,54.0,72.0,69.0,75.0,70.0,55.0,70.0,53.0,51.0,64.0,54.0,72.0,69.0,75.0,70.0,55.0,75.0
2116,F. Ferreyra,26,Argentina,76,79,Shakhtar Donetsk,ST,70.0,43.0,48.0,73.0,64.0,70.0,48.0,43.0,64.0,48.0,73.0,68.0,75.0,70.0,50.0,70.0,48.0,43.0,64.0,48.0,73.0,68.0,75.0,70.0,50.0,75.0
2117,Y. Poulsen,23,Denmark,76,83,RB Leipzig,ST,71.0,54.0,56.0,73.0,65.0,71.0,57.0,54.0,65.0,56.0,73.0,73.0,74.0,73.0,60.0,71.0,57.0,54.0,65.0,56.0,73.0,73.0,74.0,73.0,60.0,74.0
2118,D. Cvitanich,33,Argentina,76,76,Banfield,ST,72.0,49.0,53.0,74.0,66.0,72.0,52.0,49.0,66.0,53.0,74.0,71.0,75.0,72.0,54.0,72.0,52.0,49.0,66.0,53.0,74.0,71.0,75.0,72.0,54.0,75.0
2119,D. Moreno,31,Colombia,76,76,Atletico Nacional Medellin,ST,73.0,46.0,54.0,75.0,68.0,73.0,53.0,46.0,68.0,54.0,75.0,73.0,75.0,74.0,57.0,73.0,53.0,46.0,68.0,54.0,75.0,73.0,75.0,74.0,57.0,75.0
2120,M. Boselli,32,Argentina,76,76,Club León,ST,70.0,50.0,53.0,73.0,66.0,70.0,50.0,50.0,66.0,53.0,73.0,69.0,75.0,70.0,52.0,70.0,50.0,50.0,66.0,53.0,73.0,69.0,75.0,70.0,52.0,75.0
2121,G. Pazzini,32,Italy,76,76,Hellas Verona,ST,67.0,45.0,45.0,71.0,58.0,67.0,45.0,45.0,58.0,45.0,71.0,66.0,75.0,68.0,46.0,67.0,45.0,45.0,58.0,45.0,71.0,66.0,75.0,68.0,46.0,75.0
2122,N. Castillo,24,Chile,76,81,U.N.A.M.,ST,69.0,50.0,53.0,72.0,64.0,69.0,49.0,50.0,64.0,53.0,72.0,67.0,75.0,68.0,51.0,69.0,49.0,50.0,64.0,53.0,72.0,67.0,75.0,68.0,51.0,75.0
2123,A. Matri,32,Italy,76,76,Sassuolo,ST,69.0,46.0,48.0,72.0,62.0,69.0,48.0,46.0,62.0,48.0,72.0,68.0,75.0,69.0,50.0,69.0,48.0,46.0,62.0,48.0,72.0,68.0,75.0,69.0,50.0,75.0
2124,Dyego Sousa,27,Brazil,76,76,SC Braga,ST,67.0,49.0,50.0,72.0,61.0,67.0,47.0,49.0,61.0,50.0,72.0,66.0,75.0,68.0,50.0,67.0,47.0,49.0,61.0,50.0,72.0,66.0,75.0,68.0,50.0,75.0
2125,Roger,26,Spain,76,79,Levante UD,ST,72.0,47.0,50.0,74.0,64.0,72.0,52.0,47.0,64.0,50.0,74.0,72.0,75.0,74.0,55.0,72.0,52.0,47.0,64.0,50.0,74.0,72.0,75.0,74.0,55.0,75.0
2126,S. Mounié,22,Benin,76,83,Huddersfield Town,ST,68.0,58.0,57.0,71.0,64.0,68.0,57.0,58.0,64.0,57.0,71.0,68.0,75.0,69.0,58.0,68.0,57.0,58.0,64.0,57.0,71.0,68.0,75.0,69.0,58.0,75.0
2127,K. Babacar,24,Senegal,76,81,Fiorentina,ST,67.0,45.0,47.0,72.0,60.0,67.0,48.0,45.0,60.0,47.0,72.0,67.0,75.0,69.0,50.0,67.0,48.0,45.0,60.0,47.0,72.0,67.0,75.0,69.0,50.0,75.0
2128,L. de Jong,26,Netherlands,76,77,PSV,ST,70.0,53.0,55.0,72.0,67.0,70.0,54.0,53.0,67.0,55.0,72.0,69.0,75.0,69.0,56.0,70.0,54.0,53.0,67.0,55.0,72.0,69.0,75.0,69.0,56.0,75.0
2129,J. Altidore,27,United States,76,76,Toronto FC,ST,70.0,52.0,55.0,72.0,66.0,70.0,51.0,52.0,66.0,55.0,72.0,69.0,74.0,69.0,53.0,70.0,51.0,52.0,66.0,55.0,72.0,69.0,74.0,69.0,53.0,74.0
2130,I. Sosa,30,Argentina,76,76,Tigres U.A.N.L.,ST,75.0,57.0,61.0,75.0,70.0,75.0,62.0,57.0,70.0,61.0,75.0,75.0,75.0,76.0,64.0,75.0,62.0,57.0,70.0,61.0,75.0,75.0,75.0,76.0,64.0,75.0
2131,K. Huntelaar,33,Netherlands,77,77,Ajax,ST,69.0,49.0,51.0,72.0,63.0,69.0,48.0,49.0,63.0,51.0,72.0,67.0,75.0,69.0,51.0,69.0,48.0,49.0,63.0,51.0,72.0,67.0,75.0,69.0,51.0,75.0
2132,N. Redmond,23,England,77,85,Southampton,ST,75.0,37.0,49.0,75.0,67.0,75.0,51.0,37.0,67.0,49.0,75.0,76.0,68.0,77.0,56.0,75.0,51.0,37.0,67.0,49.0,75.0,76.0,68.0,77.0,56.0,68.0
2133,S. Okazaki,31,Japan,77,77,Leicester City,ST,76.0,59.0,63.0,77.0,72.0,76.0,61.0,59.0,72.0,63.0,77.0,75.0,76.0,76.0,63.0,76.0,61.0,59.0,72.0,63.0,77.0,75.0,76.0,76.0,63.0,76.0
2134,Sergio León,28,Spain,77,77,Real Betis Balompié,ST,71.0,48.0,51.0,74.0,63.0,71.0,50.0,48.0,63.0,51.0,74.0,69.0,76.0,72.0,53.0,71.0,50.0,48.0,63.0,51.0,74.0,69.0,76.0,72.0,53.0,76.0
2135,L. Pavoletti,28,Italy,77,77,Cagliari,ST,66.0,46.0,46.0,71.0,58.0,66.0,45.0,46.0,58.0,46.0,71.0,64.0,76.0,66.0,46.0,66.0,45.0,46.0,58.0,46.0,71.0,64.0,76.0,66.0,46.0,76.0
2136,L. Rémy,30,France,77,77,UD Las Palmas,ST,73.0,49.0,54.0,75.0,67.0,73.0,52.0,49.0,67.0,54.0,75.0,71.0,76.0,73.0,55.0,73.0,52.0,49.0,67.0,54.0,75.0,71.0,76.0,73.0,55.0,76.0
2137,E. Choupo-Moting,28,Cameroon,77,77,Stoke City,ST,76.0,50.0,57.0,77.0,71.0,76.0,55.0,50.0,71.0,57.0,77.0,76.0,77.0,76.0,58.0,76.0,55.0,50.0,71.0,57.0,77.0,76.0,77.0,76.0,58.0,77.0
2138,G. Hoarau,33,France,77,77,BSC Young Boys,ST,71.0,58.0,59.0,73.0,68.0,71.0,56.0,58.0,68.0,59.0,73.0,70.0,76.0,70.0,57.0,71.0,56.0,58.0,68.0,59.0,73.0,70.0,76.0,70.0,57.0,76.0
2139,P. De Blasis,29,Argentina,77,77,1. FSV Mainz 05,ST,76.0,51.0,57.0,76.0,70.0,76.0,57.0,51.0,70.0,57.0,76.0,76.0,73.0,77.0,60.0,76.0,57.0,51.0,70.0,57.0,76.0,76.0,73.0,77.0,60.0,73.0
2140,N. Blandi,27,Argentina,77,78,San Lorenzo de Almagro,ST,69.0,50.0,54.0,72.0,64.0,69.0,53.0,50.0,64.0,54.0,72.0,68.0,76.0,70.0,55.0,69.0,53.0,50.0,64.0,54.0,72.0,68.0,76.0,70.0,55.0,76.0
2141,Jesé,24,Spain,77,81,Stoke City,ST,76.0,38.0,51.0,76.0,69.0,76.0,49.0,38.0,69.0,51.0,76.0,76.0,71.0,77.0,55.0,76.0,49.0,38.0,69.0,51.0,76.0,76.0,71.0,77.0,55.0,71.0
2142,A. Gray,26,England,77,80,Watford,ST,72.0,46.0,51.0,74.0,64.0,72.0,51.0,46.0,64.0,51.0,74.0,72.0,76.0,73.0,55.0,72.0,51.0,46.0,64.0,51.0,74.0,72.0,76.0,73.0,55.0,76.0
2143,V. Janssen,23,Netherlands,77,82,Fenerbahçe SK,ST,70.0,46.0,49.0,73.0,62.0,70.0,47.0,46.0,62.0,49.0,73.0,67.0,76.0,69.0,49.0,70.0,47.0,46.0,62.0,49.0,73.0,67.0,76.0,69.0,49.0,76.0
2144,C. Théréau,34,France,77,77,Fiorentina,ST,77.0,46.0,52.0,78.0,69.0,77.0,51.0,46.0,69.0,52.0,78.0,76.0,78.0,77.0,54.0,77.0,51.0,46.0,69.0,52.0,78.0,76.0,78.0,77.0,54.0,78.0
2145,J. Córdoba,24,Colombia,77,82,1. FC Köln,ST,70.0,57.0,58.0,73.0,66.0,70.0,56.0,57.0,66.0,58.0,73.0,70.0,76.0,71.0,58.0,70.0,56.0,57.0,66.0,58.0,73.0,70.0,76.0,71.0,58.0,76.0
2146,P. Schick,21,Czech Republic,77,87,Roma,ST,76.0,44.0,51.0,77.0,68.0,76.0,49.0,44.0,68.0,51.0,77.0,74.0,76.0,76.0,53.0,76.0,49.0,44.0,68.0,51.0,77.0,74.0,76.0,76.0,53.0,76.0
2147,O. Trejo,29,Argentina,77,77,Rayo Vallecano,ST,76.0,65.0,70.0,75.0,75.0,76.0,68.0,65.0,75.0,70.0,75.0,76.0,73.0,75.0,70.0,76.0,68.0,65.0,75.0,70.0,75.0,76.0,73.0,75.0,70.0,73.0
2148,Diogo Jota,20,Portugal,77,86,Wolverhampton Wanderers,ST,77.0,57.0,62.0,78.0,73.0,77.0,61.0,57.0,73.0,62.0,78.0,76.0,76.0,77.0,63.0,77.0,61.0,57.0,73.0,62.0,78.0,76.0,76.0,77.0,63.0,76.0
2149,S. Azmoun,22,Iran,77,85,Rubin Kazan,ST,72.0,53.0,55.0,74.0,65.0,72.0,55.0,53.0,65.0,55.0,74.0,72.0,76.0,74.0,56.0,72.0,55.0,53.0,65.0,55.0,74.0,72.0,76.0,74.0,56.0,76.0
2150,Rui Fonte,27,Portugal,77,78,Fulham,ST,74.0,51.0,57.0,75.0,70.0,74.0,54.0,51.0,70.0,57.0,75.0,73.0,76.0,73.0,56.0,74.0,54.0,51.0,70.0,57.0,75.0,73.0,76.0,73.0,56.0,76.0
2151,S. Okaka,27,Italy,77,77,Watford,ST,69.0,48.0,48.0,73.0,61.0,69.0,48.0,48.0,61.0,48.0,73.0,68.0,76.0,70.0,50.0,69.0,48.0,48.0,61.0,48.0,73.0,68.0,76.0,70.0,50.0,76.0
2152,S. Terodde,29,Germany,77,77,VfB Stuttgart,ST,67.0,49.0,49.0,71.0,61.0,67.0,48.0,49.0,61.0,49.0,71.0,66.0,76.0,68.0,50.0,67.0,48.0,49.0,61.0,49.0,71.0,66.0,76.0,68.0,50.0,76.0
2153,F. Caicedo,28,Ecuador,77,77,Lazio,ST,71.0,60.0,60.0,74.0,66.0,71.0,59.0,60.0,66.0,60.0,74.0,70.0,76.0,71.0,60.0,71.0,59.0,60.0,66.0,60.0,74.0,70.0,76.0,71.0,60.0,76.0
2154,Sandro,21,Spain,77,85,Everton,ST,72.0,44.0,50.0,75.0,64.0,72.0,50.0,44.0,64.0,50.0,75.0,72.0,76.0,75.0,54.0,72.0,50.0,44.0,64.0,50.0,75.0,72.0,76.0,75.0,54.0,76.0
2155,S. Haller,23,France,77,82,Eintracht Frankfurt,ST,71.0,50.0,50.0,74.0,63.0,71.0,51.0,50.0,63.0,50.0,74.0,68.0,76.0,71.0,53.0,71.0,51.0,50.0,63.0,50.0,74.0,68.0,76.0,71.0,53.0,76.0
2156,Charles,33,Brazil,77,77,SD Eibar,ST,70.0,49.0,50.0,74.0,62.0,70.0,49.0,49.0,62.0,50.0,74.0,68.0,76.0,72.0,51.0,70.0,49.0,49.0,62.0,50.0,74.0,68.0,76.0,72.0,51.0,76.0
2157,M. Sabitzer,23,Austria,78,82,RB Leipzig,ST,77.0,48.0,58.0,78.0,72.0,77.0,55.0,48.0,72.0,58.0,78.0,77.0,76.0,77.0,59.0,77.0,55.0,48.0,72.0,58.0,78.0,77.0,76.0,77.0,59.0,76.0
2158,V. Aboubakar,25,Cameroon,78,82,FC Porto,ST,76.0,48.0,54.0,77.0,70.0,76.0,51.0,48.0,70.0,54.0,77.0,75.0,77.0,75.0,54.0,76.0,51.0,48.0,70.0,54.0,77.0,75.0,77.0,75.0,54.0,77.0
2159,J. Guidetti,25,Sweden,78,82,RC Celta de Vigo,ST,72.0,48.0,53.0,75.0,66.0,72.0,50.0,48.0,66.0,53.0,75.0,71.0,77.0,74.0,54.0,72.0,50.0,48.0,66.0,53.0,75.0,71.0,77.0,74.0,54.0,77.0
2160,L. Teodorczyk,26,Poland,78,80,RSC Anderlecht,ST,71.0,47.0,51.0,74.0,66.0,71.0,49.0,47.0,66.0,51.0,74.0,71.0,77.0,71.0,51.0,71.0,49.0,47.0,66.0,51.0,74.0,71.0,77.0,71.0,51.0,77.0
2161,E. Sala,26,Argentina,78,80,FC Nantes,ST,72.0,59.0,64.0,74.0,71.0,72.0,60.0,59.0,71.0,64.0,74.0,71.0,77.0,71.0,62.0,72.0,60.0,59.0,71.0,64.0,74.0,71.0,77.0,71.0,62.0,77.0
2162,R. Jiménez,26,Mexico,78,80,SL Benfica,ST,74.0,54.0,59.0,76.0,70.0,74.0,57.0,54.0,70.0,59.0,76.0,75.0,77.0,75.0,59.0,74.0,57.0,54.0,70.0,59.0,76.0,75.0,77.0,75.0,59.0,77.0
2163,J. Martínez,24,Venezuela,78,81,Atlanta United FC,ST,74.0,44.0,49.0,77.0,65.0,74.0,49.0,44.0,65.0,49.0,77.0,75.0,77.0,76.0,53.0,74.0,49.0,44.0,65.0,49.0,77.0,75.0,77.0,76.0,53.0,77.0
2164,O. Al Soma,28,Syria,78,78,Al Ahli,ST,73.0,54.0,58.0,75.0,69.0,73.0,57.0,54.0,69.0,58.0,75.0,73.0,77.0,73.0,60.0,73.0,57.0,54.0,69.0,58.0,75.0,73.0,77.0,73.0,60.0,77.0
2165,D. Benedetto,27,Argentina,78,79,Boca Juniors,ST,74.0,48.0,53.0,76.0,67.0,74.0,52.0,48.0,67.0,53.0,76.0,73.0,77.0,74.0,55.0,74.0,52.0,48.0,67.0,53.0,76.0,73.0,77.0,74.0,55.0,77.0
2166,D. Zapata,26,Colombia,78,81,Sampdoria,ST,67.0,46.0,47.0,72.0,59.0,67.0,47.0,46.0,59.0,47.0,72.0,66.0,77.0,69.0,49.0,67.0,47.0,46.0,59.0,47.0,72.0,66.0,77.0,69.0,49.0,77.0
2167,Rafa,24,Portugal,78,83,SL Benfica,ST,77.0,44.0,54.0,77.0,70.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,71.0
2168,A. Sanabria,21,Paraguay,78,86,Real Betis Balompié,ST,76.0,42.0,49.0,78.0,67.0,76.0,49.0,42.0,67.0,49.0,78.0,76.0,77.0,77.0,53.0,76.0,49.0,42.0,67.0,49.0,78.0,76.0,77.0,77.0,53.0,77.0
2169,R. Funes Mori,26,Argentina,78,81,Monterrey,ST,74.0,60.0,63.0,76.0,70.0,74.0,62.0,60.0,70.0,63.0,76.0,74.0,77.0,75.0,64.0,74.0,62.0,60.0,70.0,63.0,76.0,74.0,77.0,75.0,64.0,77.0
2170,André Silva,21,Portugal,78,86,Milan,ST,73.0,57.0,60.0,76.0,69.0,73.0,60.0,57.0,69.0,60.0,76.0,74.0,77.0,74.0,62.0,73.0,60.0,57.0,69.0,60.0,76.0,74.0,77.0,74.0,62.0,77.0
2171,A. Ruiz,23,Argentina,78,84,Sporting CP,ST,79.0,48.0,59.0,78.0,76.0,79.0,54.0,48.0,76.0,59.0,78.0,78.0,76.0,78.0,59.0,79.0,54.0,48.0,76.0,59.0,78.0,78.0,76.0,78.0,59.0,76.0
2172,T. Gutiérrez,32,Colombia,78,78,CPD Junior Barranquilla,ST,77.0,47.0,54.0,78.0,71.0,77.0,50.0,47.0,71.0,54.0,78.0,76.0,77.0,77.0,54.0,77.0,50.0,47.0,71.0,54.0,78.0,76.0,77.0,77.0,54.0,77.0
2173,M. Niang,22,France,78,85,Torino,ST,77.0,43.0,51.0,79.0,69.0,77.0,52.0,43.0,69.0,51.0,79.0,77.0,77.0,78.0,56.0,77.0,52.0,43.0,69.0,51.0,79.0,77.0,77.0,78.0,56.0,77.0
2174,L. López,34,Argentina,78,78,Racing Club de Avellaneda,ST,76.0,57.0,62.0,77.0,73.0,76.0,60.0,57.0,73.0,62.0,77.0,76.0,77.0,76.0,62.0,76.0,60.0,57.0,73.0,62.0,77.0,76.0,77.0,76.0,62.0,77.0
2175,C. Austin,27,England,78,78,Southampton,ST,68.0,53.0,54.0,72.0,63.0,68.0,53.0,53.0,63.0,54.0,72.0,67.0,77.0,69.0,54.0,68.0,53.0,53.0,63.0,54.0,72.0,67.0,77.0,69.0,54.0,77.0
2176,Rafa,24,Portugal,78,83,SL Benfica,ST,77.0,44.0,54.0,77.0,70.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,71.0
2177,C. Tosun,26,Turkey,78,80,Beşiktaş JK,ST,72.0,49.0,53.0,75.0,67.0,72.0,51.0,49.0,67.0,53.0,75.0,72.0,77.0,73.0,54.0,72.0,51.0,49.0,67.0,53.0,75.0,72.0,77.0,73.0,54.0,77.0
2178,B. Yılmaz,31,Turkey,78,78,Trabzonspor,ST,71.0,49.0,52.0,74.0,64.0,71.0,52.0,49.0,64.0,52.0,74.0,71.0,77.0,73.0,54.0,71.0,52.0,49.0,64.0,52.0,74.0,71.0,77.0,73.0,54.0,77.0
2179,Y. Gourcuff,30,France,78,78,Stade Rennais FC,ST,77.0,61.0,67.0,75.0,76.0,77.0,63.0,61.0,76.0,67.0,75.0,76.0,73.0,75.0,65.0,77.0,63.0,61.0,76.0,67.0,75.0,76.0,73.0,75.0,65.0,73.0
2180,M. Borriello,35,Italy,78,78,Ferrara (SPAL),ST,70.0,46.0,48.0,73.0,62.0,70.0,47.0,46.0,62.0,48.0,73.0,68.0,77.0,70.0,49.0,70.0,47.0,46.0,62.0,48.0,73.0,68.0,77.0,70.0,49.0,77.0
2181,M. Ruben,30,Argentina,78,78,Rosario Central,ST,74.0,54.0,57.0,76.0,68.0,74.0,56.0,54.0,68.0,57.0,76.0,73.0,77.0,74.0,58.0,74.0,56.0,54.0,68.0,57.0,76.0,73.0,77.0,74.0,58.0,77.0
2182,A. Dzyuba,28,Russia,78,78,Zenit St. Petersburg,ST,72.0,49.0,53.0,75.0,67.0,72.0,50.0,49.0,67.0,53.0,75.0,72.0,77.0,72.0,53.0,72.0,50.0,49.0,67.0,53.0,75.0,72.0,77.0,72.0,53.0,77.0
2183,Borja Bastón,24,Spain,78,83,Málaga CF,ST,71.0,47.0,49.0,74.0,63.0,71.0,47.0,47.0,63.0,49.0,74.0,67.0,77.0,70.0,49.0,71.0,47.0,47.0,63.0,49.0,74.0,67.0,77.0,70.0,49.0,77.0
2184,J. Guidetti,25,Sweden,78,82,RC Celta de Vigo,ST,72.0,48.0,53.0,75.0,66.0,72.0,50.0,48.0,66.0,53.0,75.0,71.0,77.0,74.0,54.0,72.0,50.0,48.0,66.0,53.0,75.0,71.0,77.0,74.0,54.0,77.0
2185,R. Palacio,35,Argentina,78,78,Bologna,ST,78.0,52.0,57.0,79.0,71.0,78.0,56.0,52.0,71.0,57.0,79.0,77.0,77.0,78.0,59.0,78.0,56.0,52.0,71.0,57.0,79.0,77.0,77.0,78.0,59.0,77.0
2186,R. Funes Mori,26,Argentina,78,81,Monterrey,ST,74.0,60.0,63.0,76.0,70.0,74.0,62.0,60.0,70.0,63.0,76.0,74.0,77.0,75.0,64.0,74.0,62.0,60.0,70.0,63.0,76.0,74.0,77.0,75.0,64.0,77.0
2187,V. Aboubakar,25,Cameroon,78,82,FC Porto,ST,76.0,48.0,54.0,77.0,70.0,76.0,51.0,48.0,70.0,54.0,77.0,75.0,77.0,75.0,54.0,76.0,51.0,48.0,70.0,54.0,77.0,75.0,77.0,75.0,54.0,77.0
2188,O. Al Soma,28,Syria,78,78,Al Ahli,ST,73.0,54.0,58.0,75.0,69.0,73.0,57.0,54.0,69.0,58.0,75.0,73.0,77.0,73.0,60.0,73.0,57.0,54.0,69.0,58.0,75.0,73.0,77.0,73.0,60.0,77.0
2189,M. Sabitzer,23,Austria,78,82,RB Leipzig,ST,77.0,48.0,58.0,78.0,72.0,77.0,55.0,48.0,72.0,58.0,78.0,77.0,76.0,77.0,59.0,77.0,55.0,48.0,72.0,58.0,78.0,77.0,76.0,77.0,59.0,76.0
2190,J. Farfán,32,Peru,78,78,Lokomotiv Moscow,ST,77.0,51.0,59.0,77.0,72.0,77.0,57.0,51.0,72.0,59.0,77.0,77.0,75.0,78.0,60.0,77.0,57.0,51.0,72.0,59.0,77.0,77.0,75.0,78.0,60.0,75.0
2191,Paco Alcácer,23,Spain,79,85,FC Barcelona,ST,74.0,46.0,51.0,77.0,66.0,74.0,50.0,46.0,66.0,51.0,77.0,72.0,78.0,74.0,53.0,74.0,50.0,46.0,66.0,51.0,77.0,72.0,78.0,74.0,53.0,78.0
2192,Soares,26,Brazil,79,81,FC Porto,ST,72.0,58.0,59.0,76.0,67.0,72.0,59.0,58.0,67.0,59.0,76.0,73.0,78.0,74.0,60.0,72.0,59.0,58.0,67.0,59.0,76.0,73.0,78.0,74.0,60.0,78.0
2193,F. Andone,24,Romania,79,84,RC Deportivo de La Coruña,ST,73.0,58.0,61.0,76.0,69.0,73.0,61.0,58.0,69.0,61.0,76.0,73.0,78.0,75.0,62.0,73.0,61.0,58.0,69.0,61.0,76.0,73.0,78.0,75.0,62.0,78.0
2194,B. Traoré,21,Burkina Faso,79,85,Olympique Lyonnais,ST,78.0,50.0,58.0,78.0,72.0,78.0,58.0,50.0,72.0,58.0,78.0,78.0,75.0,79.0,62.0,78.0,58.0,50.0,72.0,58.0,78.0,78.0,75.0,79.0,62.0,75.0
2195,L. Vietto,23,Argentina,79,86,Atlético Madrid,ST,79.0,50.0,57.0,80.0,72.0,79.0,56.0,50.0,72.0,57.0,80.0,78.0,78.0,80.0,59.0,79.0,56.0,50.0,72.0,57.0,80.0,78.0,78.0,80.0,59.0,78.0
2196,A. Milik,23,Poland,79,86,Napoli,ST,71.0,50.0,54.0,74.0,66.0,71.0,54.0,50.0,66.0,54.0,74.0,70.0,77.0,72.0,56.0,71.0,54.0,50.0,66.0,54.0,74.0,70.0,77.0,72.0,56.0,77.0
2197,Zé Luís,26,Cape Verde,79,81,Spartak Moscow,ST,74.0,49.0,50.0,77.0,65.0,74.0,49.0,49.0,65.0,50.0,77.0,72.0,78.0,73.0,52.0,74.0,49.0,49.0,65.0,50.0,77.0,72.0,78.0,73.0,52.0,78.0
2198,N. Jørgensen,26,Denmark,79,81,Feyenoord,ST,76.0,51.0,57.0,78.0,71.0,76.0,56.0,51.0,71.0,57.0,78.0,76.0,78.0,76.0,59.0,76.0,56.0,51.0,71.0,57.0,78.0,76.0,78.0,76.0,59.0,78.0
2199,G. dos Santos,28,Mexico,79,79,LA Galaxy,ST,77.0,43.0,53.0,78.0,70.0,77.0,53.0,43.0,70.0,53.0,78.0,77.0,75.0,79.0,57.0,77.0,53.0,43.0,70.0,53.0,78.0,77.0,75.0,79.0,57.0,75.0
2200,W. Bony,28,Ivory Coast,79,79,Swansea City,ST,71.0,54.0,55.0,74.0,65.0,71.0,52.0,54.0,65.0,55.0,74.0,68.0,78.0,70.0,53.0,71.0,52.0,54.0,65.0,55.0,74.0,68.0,78.0,70.0,53.0,78.0
2201,Jonathas,28,Brazil,79,79,Hannover 96,ST,71.0,50.0,51.0,75.0,63.0,71.0,51.0,50.0,63.0,51.0,75.0,70.0,78.0,72.0,53.0,71.0,51.0,50.0,63.0,51.0,75.0,70.0,78.0,72.0,53.0,78.0
2202,G. Bou,27,Argentina,79,80,Club Tijuana,ST,75.0,47.0,54.0,77.0,69.0,75.0,53.0,47.0,69.0,54.0,77.0,75.0,78.0,76.0,57.0,75.0,53.0,47.0,69.0,54.0,77.0,75.0,78.0,76.0,57.0,78.0
2203,S. Wagner,29,Germany,79,79,TSG 1899 Hoffenheim,ST,65.0,49.0,48.0,71.0,58.0,65.0,45.0,49.0,58.0,48.0,71.0,64.0,78.0,66.0,47.0,65.0,45.0,49.0,58.0,48.0,71.0,64.0,78.0,66.0,47.0,78.0
2204,Bojan,26,Spain,79,80,Deportivo Alavés,ST,77.0,37.0,51.0,76.0,71.0,77.0,49.0,37.0,71.0,51.0,76.0,75.0,70.0,76.0,54.0,77.0,49.0,37.0,71.0,51.0,76.0,75.0,70.0,76.0,54.0,70.0
2205,A. Gyan,31,Ghana,79,79,Kayserispor,ST,76.0,48.0,54.0,78.0,69.0,76.0,54.0,48.0,69.0,54.0,78.0,75.0,78.0,77.0,57.0,76.0,54.0,48.0,69.0,54.0,78.0,75.0,78.0,77.0,57.0,78.0
2206,B. Gomis,31,France,79,79,Galatasaray SK,ST,72.0,53.0,55.0,75.0,66.0,72.0,55.0,53.0,66.0,55.0,75.0,71.0,78.0,73.0,57.0,72.0,55.0,53.0,66.0,55.0,75.0,71.0,78.0,73.0,57.0,78.0
2207,Negredo,31,Spain,79,79,Beşiktaş JK,ST,72.0,55.0,57.0,74.0,68.0,72.0,52.0,55.0,68.0,57.0,74.0,69.0,77.0,70.0,53.0,72.0,52.0,55.0,68.0,57.0,74.0,69.0,77.0,70.0,53.0,77.0
2208,M. Gabbiadini,25,Italy,79,83,Southampton,ST,76.0,44.0,51.0,78.0,69.0,76.0,49.0,44.0,69.0,51.0,78.0,75.0,78.0,77.0,53.0,76.0,49.0,44.0,69.0,51.0,78.0,75.0,78.0,77.0,53.0,78.0
2209,M. Batshuayi,23,Belgium,80,85,Chelsea,ST,72.0,46.0,47.0,77.0,62.0,72.0,50.0,46.0,62.0,47.0,77.0,72.0,79.0,75.0,52.0,72.0,50.0,46.0,62.0,47.0,77.0,72.0,79.0,75.0,52.0,79.0
2210,V. Germain,27,France,80,80,Olympique de Marseille,ST,79.0,48.0,56.0,80.0,73.0,79.0,55.0,48.0,73.0,56.0,80.0,78.0,79.0,79.0,59.0,79.0,55.0,48.0,73.0,56.0,80.0,78.0,79.0,79.0,59.0,79.0
2211,Sergi Enrich,27,Spain,80,81,SD Eibar,ST,76.0,56.0,61.0,77.0,72.0,76.0,58.0,56.0,72.0,61.0,77.0,75.0,79.0,76.0,61.0,76.0,58.0,56.0,72.0,61.0,77.0,75.0,79.0,76.0,61.0,79.0
